Schools,Colleges,Hospitals,Gyms,Boys_Hostels,Girls_Hostels,Turfs,Parking_Spaces,Competitors,Rent_Cost,Daily_Footfall,Avg_Income,Shop_Area_SqFt,Dist_To_Transit,Best_Shop_Type,Area_Type,Dominant_Age_Group
0.0,4.0,3.0,1.0,8.0,,1.0,20.0,4.0,72535.0,11437.0,,575.0,1146.0,Beauty Parlor,Rural,Seniors
0.0,3.0,5.0,3.0,9.0,3.0,4.0,13.0,9.0,79568.0,2049.0,91143.0,2151.0,415.0,Barber Shop,Urban,Teens
2.0,2.0,0.0,5.0,1.0,7.0,2.0,19.0,8.0,76844.0,12047.0,50284.0,3978.0,1748.0,Supermarket,Rural,Adults
8.0,0.0,4.0,2.0,0.0,5.0,2.0,15.0,0.0,20149.0,2808.0,24517.0,2299.0,744.0,Pharmacy,Rural,Kids
6.0,0.0,4.0,5.0,5.0,6.0,2.0,11.0,6.0,66498.0,4535.0,45229.0,3036.0,997.0,Pharmacy,Urban,Adults
,3.0,3.0,5.0,0.0,8.0,1.0,22.0,9.0,15162.0,12843.0,53682.0,3119.0,1552.0,Supermarket,Rural,Kids
8.0,0.0,0.0,2.0,,1.0,1.0,17.0,5.0,39080.0,9201.0,128680.0,993.0,94.0,Clothing Store,Urban,Teens
1.0,4.0,1.0,1.0,1.0,6.0,0.0,23.0,9.0,25593.0,2188.0,119104.0,1782.0,1376.0,Supermarket,Rural,Kids
2.0,1.0,1.0,0.0,6.0,3.0,1.0,3.0,3.0,15243.0,3982.0,88596.0,1614.0,398.0,Barber Shop,Rural,Kids
1.0,3.0,0.0,5.0,6.0,6.0,0.0,9.0,9.0,36934.0,9135.0,138560.0,1070.0,1452.0,Beauty Parlor,Semi-Urban,Seniors
2.0,2.0,4.0,4.0,3.0,7.0,2.0,0.0,9.0,36796.0,5751.0,58828.0,3253.0,100.0,Pharmacy,Urban,Kids
5.0,1.0,0.0,3.0,1.0,1.0,1.0,17.0,5.0,16978.0,6364.0,145222.0,1127.0,1958.0,Beauty Parlor,Semi-Urban,Teens
8.0,0.0,,2.0,6.0,6.0,3.0,14.0,9.0,68421.0,11362.0,128320.0,1324.0,1962.0,Beauty Parlor,Urban,Kids
8.0,0.0,4.0,5.0,0.0,7.0,3.0,16.0,8.0,40192.0,14437.0,23587.0,3138.0,334.0,Fast Food,,Teens
6.0,2.0,5.0,0.0,1.0,0.0,3.0,20.0,8.0,47399.0,4558.0,126833.0,2070.0,1013.0,Supermarket,Semi-Urban,Kids
2.0,4.0,5.0,2.0,,9.0,1.0,0.0,1.0,30636.0,11002.0,25144.0,3531.0,1433.0,Pharmacy,Semi-Urban,Seniors
3.0,2.0,1.0,5.0,0.0,4.0,1.0,26.0,8.0,11295.0,5511.0,38658.0,1944.0,1763.0,Supermarket,Rural,Kids
5.0,3.0,3.0,3.0,8.0,8.0,1.0,13.0,1.0,14512.0,12083.0,22293.0,1389.0,172.0,Stationery,Semi-Urban,Adults
4.0,2.0,2.0,4.0,5.0,1.0,3.0,11.0,5.0,75162.0,1891.0,122758.0,1984.0,1322.0,Pet Grooming,Semi-Urban,Teens
1.0,0.0,0.0,2.0,2.0,5.0,2.0,24.0,6.0,54140.0,7198.0,70385.0,3252.0,1087.0,Supermarket,Rural,Seniors
5.0,4.0,4.0,,5.0,1.0,4.0,26.0,8.0,40807.0,13143.0,100288.0,2585.0,1741.0,Supermarket,Urban,Teens
2.0,4.0,0.0,1.0,6.0,2.0,2.0,10.0,5.0,53713.0,12689.0,105905.0,3992.0,1131.0,Supermarket,Rural,Seniors
7.0,5.0,3.0,,2.0,5.0,1.0,19.0,7.0,66023.0,7471.0,58775.0,3633.0,1106.0,Stationery,Urban,Adults
1.0,2.0,3.0,4.0,3.0,4.0,4.0,25.0,9.0,52420.0,976.0,86460.0,2108.0,409.0,Supermarket,Semi-Urban,Adults
0.0,3.0,2.0,2.0,9.0,3.0,4.0,18.0,2.0,44347.0,13455.0,53512.0,2389.0,1145.0,Supermarket,Urban,
8.0,0.0,2.0,5.0,0.0,6.0,2.0,29.0,9.0,39934.0,2587.0,143271.0,1275.0,1636.0,Clothing Store,Urban,Adults
2.0,,4.0,4.0,5.0,2.0,3.0,24.0,5.0,72598.0,5942.0,146896.0,1992.0,1458.0,Supermarket,Rural,Seniors
0.0,4.0,5.0,1.0,5.0,9.0,0.0,3.0,1.0,24301.0,3534.0,142433.0,1640.0,1397.0,Beauty Parlor,Semi-Urban,Adults
6.0,2.0,2.0,2.0,8.0,6.0,3.0,16.0,0.0,28943.0,3528.0,148451.0,1880.0,1614.0,Supermarket,Semi-Urban,Adults
4.0,5.0,5.0,4.0,1.0,8.0,3.0,17.0,5.0,47445.0,13142.0,31598.0,871.0,1364.0,Pharmacy,Urban,Teens
4.0,3.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,57940.0,4910.0,55015.0,1519.0,963.0,Pharmacy,Semi-Urban,Kids
0.0,3.0,4.0,2.0,4.0,4.0,1.0,26.0,4.0,69982.0,2311.0,76413.0,3640.0,1175.0,Supermarket,Rural,Kids
8.0,0.0,1.0,4.0,6.0,0.0,1.0,0.0,5.0,68568.0,5042.0,53070.0,1905.0,1712.0,Stationery,Semi-Urban,Adults
6.0,4.0,5.0,2.0,4.0,6.0,4.0,5.0,9.0,54217.0,11452.0,129176.0,358.0,1384.0,Fast Food,Rural,Teens
7.0,0.0,4.0,1.0,9.0,1.0,3.0,6.0,5.0,38304.0,8854.0,137926.0,3885.0,931.0,Pet Grooming,Rural,
8.0,5.0,2.0,4.0,3.0,4.0,2.0,0.0,9.0,23940.0,4909.0,61175.0,3054.0,213.0,Stationery,Urban,Teens
5.0,1.0,0.0,5.0,9.0,0.0,0.0,5.0,6.0,52582.0,6508.0,132488.0,610.0,1433.0,Beauty Parlor,Semi-Urban,Seniors
4.0,1.0,2.0,4.0,1.0,0.0,,2.0,6.0,49526.0,7805.0,121055.0,3452.0,689.0,Sports Nutrition,Urban,Adults
5.0,1.0,3.0,1.0,7.0,3.0,3.0,22.0,5.0,66622.0,12004.0,144147.0,3136.0,708.0,Supermarket,Rural,Teens
1.0,3.0,2.0,1.0,4.0,6.0,0.0,15.0,0.0,49226.0,14382.0,39595.0,1560.0,738.0,Supermarket,Semi-Urban,Teens
3.0,4.0,1.0,1.0,3.0,6.0,2.0,26.0,,21878.0,9576.0,121411.0,677.0,685.0,Clothing Store,Rural,Seniors
2.0,0.0,4.0,5.0,8.0,7.0,0.0,1.0,9.0,70844.0,3208.0,97325.0,845.0,1862.0,Beauty Parlor,Semi-Urban,Kids
6.0,0.0,5.0,5.0,1.0,8.0,4.0,1.0,3.0,71805.0,1822.0,75274.0,3712.0,296.0,Pharmacy,Urban,Adults
8.0,5.0,3.0,2.0,2.0,3.0,0.0,10.0,0.0,22940.0,14622.0,132095.0,914.0,230.0,Stationery,Rural,
4.0,1.0,4.0,2.0,7.0,1.0,,19.0,9.0,11537.0,10955.0,31058.0,3149.0,172.0,Supermarket,Semi-Urban,Seniors
5.0,4.0,4.0,,3.0,9.0,3.0,10.0,1.0,72645.0,,106198.0,2469.0,1153.0,Pharmacy,Urban,Adults
1.0,4.0,5.0,2.0,8.0,9.0,3.0,7.0,2.0,62234.0,2676.0,135021.0,281.0,119.0,Beauty Parlor,Rural,Kids
2.0,5.0,2.0,1.0,9.0,2.0,1.0,18.0,5.0,73727.0,5793.0,38587.0,1008.0,1419.0,Barber Shop,Rural,Adults
2.0,2.0,0.0,3.0,9.0,8.0,0.0,23.0,1.0,55424.0,13938.0,120906.0,587.0,562.0,Clothing Store,Rural,
8.0,4.0,3.0,1.0,9.0,7.0,4.0,22.0,1.0,73893.0,9618.0,129715.0,1703.0,1155.0,Supermarket,Rural,Seniors
6.0,4.0,5.0,0.0,9.0,5.0,1.0,20.0,5.0,10212.0,3122.0,95148.0,720.0,1069.0,Pharmacy,Urban,Seniors
7.0,0.0,1.0,5.0,8.0,2.0,0.0,14.0,3.0,26560.0,10145.0,36557.0,266.0,1308.0,Stationery,Urban,Seniors
8.0,5.0,1.0,4.0,9.0,9.0,3.0,27.0,4.0,28468.0,12426.0,27084.0,1762.0,1842.0,Supermarket,Rural,Kids
5.0,4.0,0.0,0.0,8.0,7.0,4.0,19.0,7.0,56883.0,14597.0,29296.0,2570.0,588.0,Supermarket,Semi-Urban,Adults
3.0,4.0,0.0,5.0,0.0,1.0,2.0,13.0,,42746.0,13070.0,101949.0,245.0,1220.0,Sports Nutrition,Rural,
0.0,0.0,2.0,5.0,5.0,3.0,1.0,25.0,4.0,15808.0,14812.0,61391.0,674.0,1556.0,Clothing Store,Rural,Seniors
7.0,4.0,1.0,1.0,9.0,3.0,3.0,25.0,0.0,39241.0,11807.0,130183.0,3964.0,1163.0,Supermarket,Semi-Urban,Kids
6.0,0.0,3.0,2.0,5.0,8.0,2.0,17.0,9.0,60138.0,2721.0,27568.0,,429.0,Barber Shop,Semi-Urban,Teens
1.0,2.0,5.0,4.0,7.0,7.0,0.0,24.0,3.0,47024.0,7216.0,78335.0,1408.0,357.0,Pharmacy,Semi-Urban,Seniors
7.0,3.0,0.0,2.0,6.0,6.0,4.0,19.0,4.0,30478.0,7807.0,45387.0,2219.0,1280.0,Supermarket,Urban,Seniors
4.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,3.0,29345.0,14038.0,135323.0,2708.0,1783.0,Beauty Parlor,Urban,Seniors
6.0,0.0,0.0,4.0,1.0,6.0,3.0,1.0,8.0,60374.0,3932.0,46194.0,823.0,112.0,Fast Food,Semi-Urban,Kids
3.0,4.0,5.0,4.0,3.0,0.0,4.0,1.0,7.0,56769.0,,47720.0,3919.0,912.0,Pharmacy,Semi-Urban,Teens
4.0,0.0,3.0,0.0,0.0,7.0,3.0,1.0,1.0,49459.0,8072.0,54986.0,2261.0,275.0,Pharmacy,Semi-Urban,Adults
7.0,5.0,1.0,1.0,6.0,7.0,3.0,25.0,8.0,58922.0,4558.0,142431.0,556.0,1326.0,Clothing Store,Semi-Urban,Teens
0.0,1.0,3.0,2.0,3.0,8.0,0.0,1.0,1.0,,5736.0,96761.0,512.0,290.0,Pharmacy,Urban,Teens
0.0,1.0,5.0,1.0,8.0,8.0,1.0,8.0,5.0,72887.0,4787.0,147611.0,740.0,1439.0,Beauty Parlor,Urban,Adults
3.0,2.0,3.0,1.0,5.0,0.0,2.0,28.0,1.0,15951.0,14958.0,46752.0,2719.0,1026.0,Supermarket,Urban,Adults
2.0,0.0,2.0,3.0,5.0,9.0,4.0,11.0,5.0,27780.0,13056.0,72016.0,3158.0,427.0,Supermarket,Urban,Adults
1.0,5.0,5.0,0.0,8.0,6.0,2.0,20.0,5.0,77380.0,9125.0,32050.0,3628.0,372.0,Pharmacy,Rural,Kids
2.0,4.0,0.0,2.0,7.0,0.0,4.0,26.0,6.0,71237.0,10867.0,36492.0,1365.0,1820.0,Coolbar,Semi-Urban,Seniors
0.0,4.0,1.0,5.0,5.0,5.0,4.0,21.0,9.0,32470.0,14331.0,118571.0,3119.0,389.0,Supermarket,Semi-Urban,Kids
0.0,3.0,2.0,4.0,5.0,4.0,3.0,19.0,4.0,71317.0,10155.0,42646.0,678.0,1203.0,Barber Shop,Urban,Adults
5.0,2.0,2.0,4.0,5.0,1.0,0.0,17.0,2.0,39365.0,8875.0,100107.0,1604.0,86.0,Supermarket,Urban,Teens
4.0,5.0,5.0,1.0,3.0,2.0,4.0,2.0,,52981.0,8827.0,40507.0,2529.0,230.0,Pharmacy,Semi-Urban,Seniors
7.0,5.0,4.0,0.0,4.0,7.0,2.0,29.0,3.0,28601.0,6083.0,118412.0,1416.0,1786.0,Clothing Store,,Kids
1.0,4.0,0.0,0.0,2.0,1.0,1.0,18.0,0.0,71439.0,7882.0,121349.0,1504.0,1544.0,Supermarket,Semi-Urban,Adults
,3.0,1.0,2.0,8.0,3.0,2.0,15.0,1.0,42679.0,13472.0,39870.0,2309.0,1298.0,Supermarket,Rural,Kids
7.0,4.0,1.0,2.0,1.0,2.0,0.0,10.0,7.0,12333.0,853.0,65371.0,860.0,1056.0,Stationery,Semi-Urban,Adults
5.0,3.0,1.0,1.0,6.0,6.0,1.0,26.0,4.0,78630.0,13963.0,130796.0,1530.0,1624.0,Supermarket,,Adults
,1.0,5.0,1.0,0.0,7.0,3.0,25.0,4.0,37126.0,3433.0,129812.0,2345.0,1708.0,Supermarket,Rural,Adults
3.0,5.0,0.0,1.0,9.0,3.0,2.0,23.0,2.0,38317.0,12808.0,64650.0,,433.0,Supermarket,Rural,Adults
0.0,1.0,5.0,3.0,6.0,5.0,2.0,23.0,0.0,16758.0,13440.0,124947.0,568.0,720.0,Pharmacy,Semi-Urban,Seniors
1.0,4.0,1.0,0.0,1.0,2.0,4.0,14.0,5.0,44063.0,5925.0,50260.0,3709.0,1092.0,Supermarket,Rural,Kids
4.0,2.0,3.0,1.0,4.0,6.0,4.0,21.0,0.0,35757.0,13222.0,38954.0,462.0,1883.0,Pharmacy,Semi-Urban,
7.0,0.0,3.0,0.0,0.0,7.0,1.0,10.0,3.0,45395.0,9719.0,38315.0,2770.0,1764.0,Pharmacy,Rural,Seniors
7.0,2.0,0.0,5.0,4.0,6.0,3.0,28.0,3.0,77278.0,14544.0,85750.0,3750.0,172.0,Supermarket,Semi-Urban,Kids
2.0,2.0,1.0,4.0,3.0,3.0,4.0,9.0,2.0,47389.0,14705.0,64601.0,2014.0,1525.0,Supermarket,Semi-Urban,Teens
3.0,0.0,5.0,4.0,0.0,9.0,2.0,26.0,3.0,64968.0,2479.0,103573.0,3223.0,1440.0,Supermarket,Urban,
5.0,5.0,4.0,0.0,0.0,8.0,1.0,23.0,5.0,12063.0,4279.0,117838.0,3513.0,1619.0,Supermarket,Semi-Urban,Teens
2.0,1.0,4.0,5.0,6.0,9.0,4.0,18.0,5.0,40970.0,4232.0,143484.0,1690.0,1450.0,Supermarket,Semi-Urban,Seniors
1.0,1.0,4.0,4.0,2.0,7.0,4.0,22.0,5.0,39450.0,9621.0,94814.0,2395.0,1387.0,Supermarket,Rural,Adults
5.0,5.0,3.0,4.0,9.0,5.0,0.0,4.0,5.0,,5692.0,138152.0,3201.0,1856.0,Beauty Parlor,Urban,Seniors
4.0,0.0,5.0,4.0,8.0,1.0,1.0,13.0,3.0,46097.0,7564.0,75309.0,3390.0,1614.0,Pharmacy,Urban,Seniors
4.0,3.0,4.0,,8.0,9.0,1.0,8.0,6.0,66864.0,10844.0,20991.0,2577.0,234.0,Barber Shop,Rural,Adults
4.0,2.0,1.0,5.0,9.0,6.0,3.0,24.0,6.0,67683.0,,104418.0,2035.0,291.0,Supermarket,Semi-Urban,Adults
4.0,4.0,1.0,2.0,8.0,8.0,4.0,20.0,1.0,26153.0,8823.0,74143.0,2367.0,183.0,Supermarket,Urban,Seniors
2.0,1.0,4.0,0.0,0.0,8.0,1.0,5.0,5.0,59953.0,11059.0,104486.0,1408.0,1119.0,Pharmacy,Rural,Seniors
6.0,5.0,2.0,0.0,3.0,8.0,3.0,0.0,4.0,62301.0,1347.0,128933.0,821.0,922.0,Beauty Parlor,Urban,Kids
5.0,4.0,4.0,3.0,0.0,8.0,4.0,27.0,9.0,70359.0,14860.0,98242.0,,1144.0,Supermarket,Urban,Seniors
3.0,0.0,2.0,2.0,0.0,5.0,2.0,29.0,0.0,61098.0,3995.0,137978.0,1999.0,76.0,Supermarket,Semi-Urban,Teens
1.0,4.0,0.0,0.0,8.0,0.0,0.0,11.0,2.0,44247.0,5114.0,52694.0,2350.0,1802.0,Supermarket,Urban,Seniors
8.0,4.0,0.0,2.0,4.0,5.0,3.0,13.0,8.0,72278.0,10609.0,47035.0,212.0,1714.0,Fast Food,Semi-Urban,Kids
0.0,2.0,1.0,3.0,0.0,4.0,0.0,3.0,8.0,58330.0,11424.0,123190.0,532.0,1658.0,Beauty Parlor,Semi-Urban,Teens
3.0,0.0,5.0,0.0,2.0,6.0,2.0,14.0,9.0,72694.0,14328.0,119209.0,2126.0,1735.0,Beauty Parlor,Rural,Kids
0.0,4.0,,,6.0,7.0,1.0,16.0,8.0,18797.0,4379.0,52080.0,3556.0,1223.0,Supermarket,Semi-Urban,Kids
5.0,1.0,5.0,0.0,1.0,0.0,4.0,19.0,9.0,42757.0,13064.0,32085.0,1140.0,998.0,Fast Food,Urban,Kids
3.0,0.0,1.0,0.0,3.0,9.0,1.0,11.0,,15296.0,7075.0,133725.0,,685.0,Beauty Parlor,Urban,Kids
4.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,74148.0,11657.0,119086.0,1219.0,1523.0,Beauty Parlor,Semi-Urban,Adults
4.0,5.0,5.0,5.0,8.0,3.0,1.0,12.0,8.0,11940.0,2638.0,68525.0,3105.0,1271.0,Pharmacy,Urban,Teens
8.0,5.0,3.0,5.0,8.0,0.0,1.0,29.0,3.0,13270.0,4335.0,131370.0,3405.0,1954.0,Supermarket,Rural,Seniors
0.0,3.0,1.0,2.0,6.0,,3.0,9.0,3.0,35811.0,14896.0,87382.0,744.0,1422.0,Barber Shop,Urban,Kids
1.0,,3.0,2.0,,6.0,3.0,3.0,,21580.0,12477.0,83580.0,484.0,1010.0,Coolbar,Urban,Adults
5.0,4.0,1.0,2.0,1.0,5.0,2.0,5.0,6.0,66211.0,4572.0,75185.0,2074.0,360.0,Stationery,Semi-Urban,
4.0,0.0,0.0,3.0,9.0,3.0,3.0,8.0,5.0,63406.0,834.0,25145.0,999.0,1282.0,Barber Shop,Rural,Kids
6.0,5.0,2.0,1.0,,1.0,3.0,17.0,9.0,75213.0,7542.0,51790.0,2140.0,160.0,Fast Food,Urban,Adults
2.0,1.0,1.0,2.0,0.0,6.0,3.0,1.0,5.0,59345.0,13410.0,130066.0,3968.0,273.0,Beauty Parlor,Semi-Urban,Adults
2.0,4.0,2.0,2.0,7.0,7.0,3.0,5.0,4.0,37161.0,10795.0,78072.0,472.0,,Barber Shop,Rural,Teens
1.0,5.0,4.0,0.0,4.0,8.0,2.0,10.0,3.0,64339.0,1716.0,70087.0,3881.0,86.0,Pharmacy,Rural,Teens
2.0,2.0,1.0,0.0,3.0,8.0,3.0,25.0,2.0,74029.0,11618.0,71626.0,3738.0,855.0,Supermarket,Semi-Urban,Teens
0.0,1.0,0.0,0.0,9.0,3.0,3.0,27.0,6.0,11505.0,11324.0,48096.0,1283.0,501.0,Barber Shop,Urban,Kids
4.0,1.0,3.0,2.0,1.0,2.0,0.0,12.0,4.0,25332.0,5274.0,77090.0,875.0,1590.0,Pharmacy,,
4.0,3.0,0.0,0.0,2.0,4.0,3.0,5.0,1.0,68988.0,5645.0,34610.0,1597.0,1827.0,Stationery,Rural,Teens
6.0,2.0,2.0,2.0,9.0,5.0,2.0,11.0,2.0,40114.0,,133034.0,1886.0,328.0,Supermarket,Rural,Teens
3.0,3.0,3.0,3.0,1.0,7.0,2.0,18.0,4.0,54366.0,3899.0,110459.0,1990.0,749.0,Supermarket,Semi-Urban,Kids
2.0,5.0,0.0,3.0,3.0,2.0,,17.0,,49730.0,14850.0,37279.0,2590.0,347.0,Supermarket,Rural,Adults
0.0,2.0,0.0,4.0,2.0,5.0,3.0,29.0,5.0,59903.0,10529.0,28562.0,3625.0,770.0,Supermarket,Semi-Urban,Seniors
7.0,1.0,0.0,1.0,4.0,4.0,4.0,18.0,1.0,55325.0,6921.0,138097.0,2218.0,659.0,Supermarket,Semi-Urban,Seniors
2.0,3.0,5.0,0.0,6.0,6.0,1.0,27.0,7.0,62131.0,9625.0,148180.0,3672.0,201.0,Supermarket,Urban,Seniors
1.0,4.0,3.0,5.0,8.0,8.0,2.0,11.0,5.0,27204.0,14327.0,24077.0,2516.0,5618.092523459464,Barber Shop,Semi-Urban,Kids
3.0,2.0,0.0,0.0,4.0,6.0,1.0,19.0,5.0,19205.0,10760.0,135085.0,2072.0,803.0,Supermarket,Rural,Kids
2.0,1.0,0.0,1.0,7.0,5.0,4.0,12.0,7.0,20686.0,3523.0,,,1826.0,Beauty Parlor,Semi-Urban,Teens
0.0,0.0,2.0,1.0,1.0,8.0,0.0,19.0,6.0,63227.0,12833.0,67954.0,1979.0,550.0,Supermarket,Semi-Urban,Teens
2.0,2.0,0.0,4.0,5.0,9.0,4.0,22.0,4.0,218189.6646231641,2636.0,80203.0,2438.0,865.0,Supermarket,Semi-Urban,Kids
1.0,2.0,0.0,1.0,7.0,3.0,1.0,3.0,8.0,24195.0,4362.0,104402.0,1906.0,1043.0,Beauty Parlor,Urban,Adults
7.0,5.0,4.0,2.0,8.0,0.0,3.0,25.0,0.0,50404.0,5103.0,85567.0,625.0,1707.0,Stationery,Semi-Urban,Kids
5.0,4.0,3.0,0.0,3.0,7.0,0.0,29.0,3.0,79959.0,6916.0,20810.0,3767.0,1044.0,Supermarket,Semi-Urban,Teens
8.0,5.0,4.0,1.0,3.0,5.0,4.0,21.0,9.0,44874.0,13907.0,132032.0,1906.0,1847.0,Supermarket,Urban,Adults
7.0,2.0,5.0,2.0,6.0,5.0,3.0,5.0,8.0,30315.0,3299.0,102437.0,3243.0,791.0,Beauty Parlor,Semi-Urban,Teens
2.0,2.0,2.0,1.0,3.0,4.0,4.0,12.0,1.0,14477.0,11829.0,58045.0,864.0,1268.0,Pharmacy,Semi-Urban,Seniors
4.0,4.0,4.0,5.0,4.0,9.0,2.0,29.0,2.0,12382.0,5492.0,100457.0,3071.0,1311.0,Supermarket,Urban,Kids
6.0,4.0,5.0,2.0,1.0,2.0,3.0,9.0,2.0,46681.0,2492.0,49341.0,3194.0,833.0,Pharmacy,,Seniors
4.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0,52288.0,14304.0,145000.0,3338.0,1486.0,Beauty Parlor,Rural,Teens
7.0,1.0,3.0,,9.0,0.0,0.0,8.0,2.0,55825.0,8909.0,123557.0,767.0,1275.0,Pharmacy,Urban,Kids
4.0,1.0,0.0,4.0,4.0,6.0,0.0,14.0,2.0,24537.0,4004.0,145055.0,822.0,1131.0,Beauty Parlor,Semi-Urban,Kids
0.0,3.0,4.0,2.0,9.0,5.0,0.0,29.0,4.0,76322.0,14102.0,68876.0,3974.0,526.0,Supermarket,,Teens
4.0,1.0,4.0,1.0,9.0,4.0,0.0,25.0,2.0,11018.0,3631.0,146277.0,1238.0,1808.0,Clothing Store,Rural,Kids
3.0,2.0,0.0,3.0,1.0,2.0,2.0,29.0,4.0,66763.0,7929.0,29939.0,,436.0,Supermarket,Rural,Seniors
5.0,3.0,0.0,3.0,5.0,7.0,2.0,4.0,2.0,75514.0,7068.0,131312.0,646.0,1944.0,Beauty Parlor,Semi-Urban,Teens
2.0,3.0,2.0,2.0,5.0,3.0,1.0,25.0,1.0,27630.0,7868.0,27553.0,3573.0,671.0,Supermarket,Urban,Teens
4.0,1.0,4.0,1.0,7.0,8.0,1.0,24.0,7.0,23661.0,5191.0,47137.0,3801.0,1095.0,Supermarket,,Adults
1.0,0.0,4.0,3.0,0.0,8.0,2.0,25.0,2.0,13300.0,13732.0,88617.0,2769.0,1568.0,Supermarket,Rural,Seniors
5.0,1.0,1.0,5.0,6.0,4.0,0.0,21.0,5.0,65219.0,11277.0,70236.0,844.0,1906.0,Clothing Store,Rural,Adults
5.0,5.0,5.0,2.0,6.0,6.0,1.0,21.0,1.0,32539.0,6876.0,94240.0,621.0,1232.0,Pharmacy,,Seniors
4.0,0.0,1.0,2.0,8.0,5.0,3.0,8.0,0.0,18410.0,12949.0,38721.0,668.0,822.0,Fast Food,Urban,Teens
5.0,3.0,,2.0,3.0,5.0,2.0,28.0,7.0,76388.0,3298.0,65806.0,371.0,1548.0,Clothing Store,Semi-Urban,Seniors
6.0,0.0,1.0,3.0,6.0,3.0,3.0,25.0,2.0,71685.0,6205.0,32020.0,1352.0,936.0,Stationery,Semi-Urban,Teens
4.0,2.0,4.0,0.0,5.0,9.0,0.0,14.0,1.0,26566.0,4573.0,135491.0,1788.0,1879.0,Supermarket,Urban,Kids
0.0,4.0,3.0,1.0,3.0,7.0,2.0,12.0,1.0,65925.0,6865.0,126663.0,2035.0,453.0,Supermarket,Urban,Adults
7.0,0.0,2.0,4.0,9.0,9.0,1.0,20.0,4.0,33948.0,1783.0,99218.0,992.0,1010.0,Beauty Parlor,Rural,Adults
3.0,5.0,1.0,4.0,7.0,2.0,,2.0,5.0,55570.0,858.0,20915.0,1778.0,1052.0,Stationery,Semi-Urban,Kids
8.0,4.0,4.0,1.0,2.0,4.0,3.0,18.0,1.0,63183.0,2773.0,94975.0,356.0,392.0,Stationery,Semi-Urban,Seniors
5.0,2.0,1.0,0.0,7.0,0.0,2.0,1.0,5.0,76783.0,568.0,25687.0,625.0,430.0,Stationery,Rural,Adults
0.0,5.0,5.0,1.0,4.0,0.0,0.0,17.0,0.0,72564.0,2525.0,69168.0,3241.0,1649.0,Pharmacy,Semi-Urban,Adults
2.0,4.0,2.0,2.0,3.0,8.0,4.0,13.0,8.0,27271.0,8700.0,116571.0,3894.0,1525.0,Beauty Parlor,Urban,Kids
2.0,2.0,3.0,5.0,,3.0,4.0,21.0,3.0,11607.0,8972.0,138438.0,642.0,847.0,Clothing Store,Rural,Adults
3.0,4.0,0.0,1.0,9.0,8.0,0.0,23.0,4.0,24690.0,2075.0,21493.0,2842.0,245.0,Supermarket,Semi-Urban,Seniors
5.0,4.0,0.0,1.0,6.0,6.0,1.0,12.0,2.0,18854.0,5814.0,52900.0,3453.0,934.0,Stationery,Rural,Adults
6.0,1.0,1.0,5.0,6.0,9.0,4.0,26.0,5.0,50803.0,,31072.0,250.0,1464.0,Stationery,Semi-Urban,Adults
3.0,5.0,4.0,3.0,5.0,7.0,0.0,23.0,0.0,44504.0,8998.0,137470.0,2931.0,1933.0,Supermarket,Semi-Urban,Seniors
5.0,5.0,5.0,4.0,2.0,8.0,3.0,7.0,6.0,58934.0,4460.0,111153.0,2557.0,1050.0,Sports Nutrition,Urban,Kids
0.0,0.0,2.0,4.0,8.0,0.0,1.0,9.0,7.0,39497.0,645.0,108132.0,,1765.0,Sports Nutrition,,
7.0,5.0,3.0,2.0,1.0,6.0,0.0,22.0,2.0,10624.0,4065.0,28253.0,2503.0,174.0,Stationery,Semi-Urban,Seniors
6.0,5.0,3.0,5.0,2.0,7.0,3.0,1.0,1.0,16325.0,942.0,,1988.0,1232.0,Stationery,Semi-Urban,Kids
8.0,4.0,3.0,2.0,0.0,1.0,2.0,9.0,3.0,16942.0,4426.0,55213.0,3783.0,322.0,Stationery,Urban,Teens
2.0,3.0,,3.0,6.0,9.0,4.0,26.0,7.0,20559.0,9000.0,35238.0,2436.0,1279.0,Supermarket,Semi-Urban,Adults
1.0,1.0,2.0,2.0,1.0,8.0,4.0,1.0,7.0,63033.0,13269.0,43645.0,3795.0,836.0,Coolbar,,Seniors
0.0,0.0,0.0,5.0,9.0,0.0,4.0,28.0,7.0,47924.0,,73648.0,3047.0,440.0,Supermarket,Urban,Adults
2.0,1.0,1.0,5.0,7.0,2.0,0.0,25.0,1.0,33144.0,6192.0,,2973.0,683.0,Supermarket,Semi-Urban,Teens
4.0,0.0,3.0,0.0,8.0,8.0,2.0,22.0,3.0,12915.0,8419.0,145335.0,1864.0,1067.0,Supermarket,Urban,Seniors
1.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,9.0,15480.0,6188.0,81923.0,456.0,928.0,Sports Nutrition,Semi-Urban,Adults
2.0,4.0,,5.0,,3.0,0.0,21.0,0.0,26736.0,12469.0,143710.0,940.0,584.0,Beauty Parlor,Rural,Adults
,5.0,0.0,5.0,0.0,9.0,2.0,8.0,6.0,32313.0,14144.0,52651.0,479.0,1651.0,Fast Food,Urban,Teens
